initiator_weights,responder_weights,preference_conflict,minimax_selected,canonical_selected,minimum_total_selected,initiator_selected,responder_selected,minimax_maximum_regret,canonical_first_safe_maximum_regret,canonical_first_safe_fairness_gain,minimum_total_cost_maximum_regret,minimum_total_cost_fairness_gain,initiator_minimum_cost_maximum_regret,initiator_minimum_cost_fairness_gain,responder_minimum_cost_maximum_regret,responder_minimum_cost_fairness_gain
0/4000/6000,1000/8000/1000,False,S04,S00,S04,S04,S04,0E-28,0.8555555555555555555555555556,0.8555555555555555555555555556,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/4000/6000,1000/9000/0,False,S04,S00,S04,S04,S04,0E-28,0.8555555555555555555555555556,0.8555555555555555555555555556,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/4000/6000,2000/0/8000,False,S04,S00,S04,S04,S04,0E-28,0.8555555555555555555555555556,0.8555555555555555555555555556,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/4000/6000,2000/1000/7000,False,S04,S00,S04,S04,S04,0E-28,0.8555555555555555555555555556,0.8555555555555555555555555556,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/4000/6000,2000/2000/6000,False,S04,S00,S04,S04,S04,0E-28,0.8555555555555555555555555556,0.8555555555555555555555555556,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/4000/6000,2000/3000/5000,False,S04,S00,S04,S04,S04,0E-28,0.8555555555555555555555555556,0.8555555555555555555555555556,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/4000/6000,2000/4000/4000,False,S04,S00,S04,S04,S04,0E-28,0.8555555555555555555555555556,0.8555555555555555555555555556,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/4000/6000,2000/5000/3000,False,S04,S00,S04,S04,S04,0E-28,0.8555555555555555555555555556,0.8555555555555555555555555556,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/4000/6000,2000/6000/2000,False,S04,S00,S04,S04,S04,0E-28,0.8555555555555555555555555556,0.8555555555555555555555555556,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/4000/6000,2000/7000/1000,False,S04,S00,S04,S04,S04,0E-28,0.8555555555555555555555555556,0.8555555555555555555555555556,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/4000/6000,2000/8000/0,False,S04,S00,S04,S04,S04,0E-28,0.8555555555555555555555555556,0.8555555555555555555555555556,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/4000/6000,3000/0/7000,False,S04,S00,S04,S04,S04,0E-28,0.8555555555555555555555555556,0.8555555555555555555555555556,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/4000/6000,3000/1000/6000,False,S04,S00,S04,S04,S04,0E-28,0.8555555555555555555555555556,0.8555555555555555555555555556,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/4000/6000,3000/2000/5000,False,S04,S00,S04,S04,S04,0E-28,0.8555555555555555555555555556,0.8555555555555555555555555556,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/4000/6000,3000/3000/4000,False,S04,S00,S04,S04,S04,0E-28,0.8555555555555555555555555556,0.8555555555555555555555555556,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/4000/6000,3000/4000/3000,False,S04,S00,S04,S04,S04,0E-28,0.8555555555555555555555555556,0.8555555555555555555555555556,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/4000/6000,3000/5000/2000,False,S04,S00,S04,S04,S04,0E-28,0.8555555555555555555555555556,0.8555555555555555555555555556,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/4000/6000,3000/6000/1000,False,S04,S00,S04,S04,S04,0E-28,0.8555555555555555555555555556,0.8555555555555555555555555556,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/4000/6000,3000/7000/0,False,S04,S00,S04,S04,S04,0E-28,0.8555555555555555555555555556,0.8555555555555555555555555556,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/4000/6000,4000/0/6000,False,S04,S00,S04,S04,S04,0E-28,0.8555555555555555555555555556,0.8555555555555555555555555556,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/4000/6000,4000/1000/5000,False,S04,S00,S04,S04,S04,0E-28,0.8555555555555555555555555556,0.8555555555555555555555555556,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/4000/6000,4000/2000/4000,False,S04,S00,S04,S04,S04,0E-28,0.8555555555555555555555555556,0.8555555555555555555555555556,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/4000/6000,4000/3000/3000,False,S04,S00,S04,S04,S04,0E-28,0.8555555555555555555555555556,0.8555555555555555555555555556,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/4000/6000,4000/4000/2000,False,S04,S00,S04,S04,S04,0E-28,0.8555555555555555555555555556,0.8555555555555555555555555556,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/4000/6000,4000/5000/1000,True,S04,S00,S04,S04,S02,0.0172514619883040935672514620,0.8555555555555555555555555556,0.8383040935672514619883040936,0.0172514619883040935672514620,0E-28,0.0172514619883040935672514620,0E-28,0.4555555555555555555555555556,0.4383040935672514619883040936
0/4000/6000,4000/6000/0,True,S04,S00,S04,S04,S02,0.0561403508771929824561403509,0.8555555555555555555555555556,0.7994152046783625730994152047,0.0561403508771929824561403509,0E-28,0.0561403508771929824561403509,0E-28,0.4555555555555555555555555556,0.3994152046783625730994152047
0/4000/6000,5000/0/5000,True,S04,S00,S04,S04,S00,0.0307017543859649122807017544,0.8555555555555555555555555556,0.8248538011695906432748538012,0.0307017543859649122807017544,0E-28,0.0307017543859649122807017544,0E-28,0.8555555555555555555555555556,0.8248538011695906432748538012
0/4000/6000,5000/1000/4000,True,S04,S00,S04,S04,S00,0.0251461988304093567251461988,0.8555555555555555555555555556,0.8304093567251461988304093568,0.0251461988304093567251461988,0E-28,0.0251461988304093567251461988,0E-28,0.8555555555555555555555555556,0.8304093567251461988304093568
0/4000/6000,5000/2000/3000,True,S04,S00,S04,S04,S01,0.0239766081871345029239766082,0.8555555555555555555555555556,0.8315789473684210526315789474,0.0239766081871345029239766082,0E-28,0.0239766081871345029239766082,0E-28,0.6888888888888888888888888889,0.6649122807017543859649122807
0/4000/6000,5000/3000/2000,True,S04,S00,S04,S04,S02,0.0479532163742690058479532163,0.8555555555555555555555555556,0.8076023391812865497076023393,0.0479532163742690058479532163,0E-28,0.0479532163742690058479532163,0E-28,0.4555555555555555555555555556,0.4076023391812865497076023393
0/4000/6000,5000/4000/1000,True,S04,S00,S04,S04,S02,0.0868421052631578947368421052,0.8555555555555555555555555556,0.7687134502923976608187134504,0.0868421052631578947368421052,0E-28,0.0868421052631578947368421052,0E-28,0.4555555555555555555555555556,0.3687134502923976608187134504
0/4000/6000,5000/5000/0,True,S04,S00,S04,S04,S02,0.1257309941520467836257309941,0.8555555555555555555555555556,0.7298245614035087719298245615,0.1257309941520467836257309941,0E-28,0.1257309941520467836257309941,0E-28,0.4555555555555555555555555556,0.3298245614035087719298245615
0/4000/6000,6000/0/4000,True,S04,S00,S04,S04,S00,0.2035087719298245614035087720,0.8555555555555555555555555556,0.6520467836257309941520467836,0.2035087719298245614035087720,0E-28,0.2035087719298245614035087720,0E-28,0.8555555555555555555555555556,0.6520467836257309941520467836
0/4000/6000,6000/1000/3000,True,S04,S00,S04,S04,S00,0.1979532163742690058479532164,0.8555555555555555555555555556,0.6576023391812865497076023392,0.1979532163742690058479532164,0E-28,0.1979532163742690058479532164,0E-28,0.8555555555555555555555555556,0.6576023391812865497076023392
0/4000/6000,6000/2000/2000,True,S04,S00,S04,S04,S00,0.1923976608187134502923976608,0.8555555555555555555555555556,0.6631578947368421052631578948,0.1923976608187134502923976608,0E-28,0.1923976608187134502923976608,0E-28,0.8555555555555555555555555556,0.6631578947368421052631578948
0/4000/6000,6000/3000/1000,True,S04,S00,S04,S04,S01,0.1976608187134502923976608187,0.8555555555555555555555555556,0.6578947368421052631578947369,0.1976608187134502923976608187,0E-28,0.1976608187134502923976608187,0E-28,0.6888888888888888888888888889,0.4912280701754385964912280702
0/4000/6000,6000/4000/0,True,S03,S00,S04,S04,S01,0.2111111111111111111111111111,0.8555555555555555555555555556,0.6444444444444444444444444445,0.2198830409356725146198830410,0.0087719298245614035087719299,0.2198830409356725146198830410,0.0087719298245614035087719299,0.6888888888888888888888888889,0.4777777777777777777777777778
0/4000/6000,7000/0/3000,True,S03,S00,S04,S04,S00,0.3122807017543859649122807017,0.8555555555555555555555555556,0.5432748538011695906432748539,0.3763157894736842105263157895,0.0640350877192982456140350878,0.3763157894736842105263157895,0.0640350877192982456140350878,0.8555555555555555555555555556,0.5432748538011695906432748539
0/4000/6000,7000/1000/2000,True,S03,S00,S04,S04,S00,0.2900584795321637426900584795,0.8555555555555555555555555556,0.5654970760233918128654970761,0.3707602339181286549707602339,0.0807017543859649122807017544,0.3707602339181286549707602339,0.0807017543859649122807017544,0.8555555555555555555555555556,0.5654970760233918128654970761
0/4000/6000,7000/2000/1000,True,S03,S00,S04,S04,S00,0.2678362573099415204678362573,0.8555555555555555555555555556,0.5877192982456140350877192983,0.3652046783625730994152046784,0.0973684210526315789473684211,0.3652046783625730994152046784,0.0973684210526315789473684211,0.8555555555555555555555555556,0.5877192982456140350877192983
0/4000/6000,7000/3000/0,True,S03,S00,S04,S04,S00,0.2456140350877192982456140350,0.8555555555555555555555555556,0.6099415204678362573099415206,0.3596491228070175438596491228,0.1140350877192982456140350878,0.3596491228070175438596491228,0.1140350877192982456140350878,0.8555555555555555555555555556,0.6099415204678362573099415206
0/4000/6000,8000/0/2000,True,S03,S00,S04,S04,S00,0.4362573099415204678362573099,0.8555555555555555555555555556,0.4192982456140350877192982457,0.5491228070175438596491228070,0.1128654970760233918128654971,0.5491228070175438596491228070,0.1128654970760233918128654971,0.8555555555555555555555555556,0.4192982456140350877192982457
0/4000/6000,8000/1000/1000,True,S03,S00,S04,S04,S00,0.4140350877192982456140350877,0.8555555555555555555555555556,0.4415204678362573099415204679,0.5435672514619883040935672515,0.1295321637426900584795321638,0.5435672514619883040935672515,0.1295321637426900584795321638,0.8555555555555555555555555556,0.4415204678362573099415204679
0/4000/6000,8000/2000/0,True,S03,S00,S04,S04,S00,0.3918128654970760233918128654,0.8555555555555555555555555556,0.4637426900584795321637426902,0.5380116959064327485380116959,0.1461988304093567251461988305,0.5380116959064327485380116959,0.1461988304093567251461988305,0.8555555555555555555555555556,0.4637426900584795321637426902
0/4000/6000,9000/0/1000,True,S02,S00,S04,S04,S00,0.4555555555555555555555555556,0.8555555555555555555555555556,0.4000000000000000000000000000,0.7219298245614035087719298246,0.2663742690058479532163742690,0.7219298245614035087719298246,0.2663742690058479532163742690,0.8555555555555555555555555556,0.4000000000000000000000000000
0/4000/6000,9000/1000/0,True,S02,S00,S04,S04,S00,0.4555555555555555555555555556,0.8555555555555555555555555556,0.4000000000000000000000000000,0.7163742690058479532163742690,0.2608187134502923976608187134,0.7163742690058479532163742690,0.2608187134502923976608187134,0.8555555555555555555555555556,0.4000000000000000000000000000
0/4000/6000,10000/0/0,True,S02,S00,S01,S04,S00,0.4555555555555555555555555556,0.8555555555555555555555555556,0.4000000000000000000000000000,0.6888888888888888888888888889,0.2333333333333333333333333333,0.8947368421052631578947368421,0.4391812865497076023391812865,0.8555555555555555555555555556,0.4000000000000000000000000000
0/5000/5000,0/0/10000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,0/1000/9000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,0/2000/8000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,0/3000/7000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,0/4000/6000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,0/5000/5000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,0/6000/4000,False,S04,S00,S04,S04,S04,0E-28,0.8666666666666666666666666666,0.8666666666666666666666666666,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,0/7000/3000,False,S04,S00,S04,S04,S04,0E-28,0.8722222222222222222222222222,0.8722222222222222222222222222,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,0/8000/2000,False,S04,S00,S04,S04,S04,0E-28,0.8777777777777777777777777778,0.8777777777777777777777777778,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,0/9000/1000,False,S04,S00,S04,S04,S04,0E-28,0.8833333333333333333333333333,0.8833333333333333333333333333,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,0/10000/0,False,S04,S00,S04,S04,S04,0E-28,0.8888888888888888888888888889,0.8888888888888888888888888889,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,1000/0/9000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,1000/1000/8000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,1000/2000/7000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,1000/3000/6000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,1000/4000/5000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,1000/5000/4000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,1000/6000/3000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,1000/7000/2000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,1000/8000/1000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,1000/9000/0,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,2000/0/8000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,2000/1000/7000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,2000/2000/6000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,2000/3000/5000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,2000/4000/4000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,2000/5000/3000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,2000/6000/2000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,2000/7000/1000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,2000/8000/0,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,3000/0/7000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,3000/1000/6000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,3000/2000/5000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,3000/3000/4000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,3000/4000/3000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,3000/5000/2000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,3000/6000/1000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,3000/7000/0,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,4000/0/6000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,4000/1000/5000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,4000/2000/4000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,4000/3000/3000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,4000/4000/2000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/5000/5000,4000/5000/1000,True,S04,S00,S04,S04,S02,0.0172514619883040935672514620,0.8611111111111111111111111110,0.8438596491228070175438596490,0.0172514619883040935672514620,0E-28,0.0172514619883040935672514620,0E-28,0.4166666666666666666666666667,0.3994152046783625730994152047
0/5000/5000,4000/6000/0,True,S04,S00,S04,S04,S02,0.0561403508771929824561403509,0.8611111111111111111111111110,0.8049707602339181286549707601,0.0561403508771929824561403509,0E-28,0.0561403508771929824561403509,0E-28,0.4166666666666666666666666667,0.3605263157894736842105263158
0/5000/5000,5000/0/5000,True,S04,S00,S04,S04,S00,0.0307017543859649122807017544,0.8611111111111111111111111110,0.8304093567251461988304093566,0.0307017543859649122807017544,0E-28,0.0307017543859649122807017544,0E-28,0.8611111111111111111111111110,0.8304093567251461988304093566
0/5000/5000,5000/1000/4000,True,S04,S00,S04,S04,S00,0.0251461988304093567251461988,0.8611111111111111111111111110,0.8359649122807017543859649122,0.0251461988304093567251461988,0E-28,0.0251461988304093567251461988,0E-28,0.8611111111111111111111111110,0.8359649122807017543859649122
0/5000/5000,5000/2000/3000,True,S04,S00,S04,S04,S01,0.0239766081871345029239766082,0.8611111111111111111111111110,0.8371345029239766081871345028,0.0239766081871345029239766082,0E-28,0.0239766081871345029239766082,0E-28,0.6666666666666666666666666667,0.6426900584795321637426900585
0/5000/5000,5000/3000/2000,True,S04,S00,S04,S04,S02,0.0479532163742690058479532163,0.8611111111111111111111111110,0.8131578947368421052631578947,0.0479532163742690058479532163,0E-28,0.0479532163742690058479532163,0E-28,0.4166666666666666666666666667,0.3687134502923976608187134504
0/5000/5000,5000/4000/1000,True,S04,S00,S04,S04,S02,0.0868421052631578947368421052,0.8611111111111111111111111110,0.7742690058479532163742690058,0.0868421052631578947368421052,0E-28,0.0868421052631578947368421052,0E-28,0.4166666666666666666666666667,0.3298245614035087719298245615
0/5000/5000,5000/5000/0,True,S04,S00,S04,S04,S02,0.1257309941520467836257309941,0.8611111111111111111111111110,0.7353801169590643274853801169,0.1257309941520467836257309941,0E-28,0.1257309941520467836257309941,0E-28,0.4166666666666666666666666667,0.2909356725146198830409356726
0/5000/5000,6000/0/4000,True,S03,S00,S04,S04,S00,0.1944444444444444444444444444,0.8611111111111111111111111110,0.6666666666666666666666666666,0.2035087719298245614035087720,0.0090643274853801169590643276,0.2035087719298245614035087720,0.0090643274853801169590643276,0.8611111111111111111111111110,0.6666666666666666666666666666
0/5000/5000,6000/1000/3000,True,S03,S00,S04,S04,S00,0.1944444444444444444444444444,0.8611111111111111111111111110,0.6666666666666666666666666666,0.1979532163742690058479532164,0.0035087719298245614035087720,0.1979532163742690058479532164,0.0035087719298245614035087720,0.8611111111111111111111111110,0.6666666666666666666666666666
0/5000/5000,6000/2000/2000,True,S04,S00,S04,S04,S00,0.1923976608187134502923976608,0.8611111111111111111111111110,0.6687134502923976608187134502,0.1923976608187134502923976608,0E-28,0.1923976608187134502923976608,0E-28,0.8611111111111111111111111110,0.6687134502923976608187134502
0/5000/5000,6000/3000/1000,True,S03,S00,S04,S04,S01,0.1944444444444444444444444444,0.8611111111111111111111111110,0.6666666666666666666666666666,0.1976608187134502923976608187,0.0032163742690058479532163743,0.1976608187134502923976608187,0.0032163742690058479532163743,0.6666666666666666666666666667,0.4722222222222222222222222223
0/5000/5000,6000/4000/0,True,S03,S00,S04,S04,S01,0.1944444444444444444444444444,0.8611111111111111111111111110,0.6666666666666666666666666666,0.2198830409356725146198830410,0.0254385964912280701754385966,0.2198830409356725146198830410,0.0254385964912280701754385966,0.6666666666666666666666666667,0.4722222222222222222222222223
0/5000/5000,7000/0/3000,True,S03,S00,S04,S04,S00,0.3122807017543859649122807017,0.8611111111111111111111111110,0.5488304093567251461988304093,0.3763157894736842105263157895,0.0640350877192982456140350878,0.3763157894736842105263157895,0.0640350877192982456140350878,0.8611111111111111111111111110,0.5488304093567251461988304093
0/5000/5000,7000/1000/2000,True,S03,S00,S04,S04,S00,0.2900584795321637426900584795,0.8611111111111111111111111110,0.5710526315789473684210526315,0.3707602339181286549707602339,0.0807017543859649122807017544,0.3707602339181286549707602339,0.0807017543859649122807017544,0.8611111111111111111111111110,0.5710526315789473684210526315
0/5000/5000,7000/2000/1000,True,S03,S00,S04,S04,S00,0.2678362573099415204678362573,0.8611111111111111111111111110,0.5932748538011695906432748537,0.3652046783625730994152046784,0.0973684210526315789473684211,0.3652046783625730994152046784,0.0973684210526315789473684211,0.8611111111111111111111111110,0.5932748538011695906432748537
0/5000/5000,7000/3000/0,True,S03,S00,S04,S04,S00,0.2456140350877192982456140350,0.8611111111111111111111111110,0.6154970760233918128654970760,0.3596491228070175438596491228,0.1140350877192982456140350878,0.3596491228070175438596491228,0.1140350877192982456140350878,0.8611111111111111111111111110,0.6154970760233918128654970760
0/5000/5000,8000/0/2000,True,S02,S00,S04,S04,S00,0.4166666666666666666666666667,0.8611111111111111111111111110,0.4444444444444444444444444443,0.5491228070175438596491228070,0.1324561403508771929824561403,0.5491228070175438596491228070,0.1324561403508771929824561403,0.8611111111111111111111111110,0.4444444444444444444444444443
0/5000/5000,8000/1000/1000,True,S03,S00,S04,S04,S00,0.4140350877192982456140350877,0.8611111111111111111111111110,0.4470760233918128654970760233,0.5435672514619883040935672515,0.1295321637426900584795321638,0.5435672514619883040935672515,0.1295321637426900584795321638,0.8611111111111111111111111110,0.4470760233918128654970760233
0/5000/5000,8000/2000/0,True,S03,S00,S04,S04,S00,0.3918128654970760233918128654,0.8611111111111111111111111110,0.4692982456140350877192982456,0.5380116959064327485380116959,0.1461988304093567251461988305,0.5380116959064327485380116959,0.1461988304093567251461988305,0.8611111111111111111111111110,0.4692982456140350877192982456
0/5000/5000,9000/0/1000,True,S02,S00,S04,S04,S00,0.4166666666666666666666666667,0.8611111111111111111111111110,0.4444444444444444444444444443,0.7219298245614035087719298246,0.3052631578947368421052631579,0.7219298245614035087719298246,0.3052631578947368421052631579,0.8611111111111111111111111110,0.4444444444444444444444444443
0/5000/5000,9000/1000/0,True,S02,S00,S04,S04,S00,0.4166666666666666666666666667,0.8611111111111111111111111110,0.4444444444444444444444444443,0.7163742690058479532163742690,0.2997076023391812865497076023,0.7163742690058479532163742690,0.2997076023391812865497076023,0.8611111111111111111111111110,0.4444444444444444444444444443
0/5000/5000,10000/0/0,True,S02,S00,S01,S04,S00,0.4210526315789473684210526316,0.8611111111111111111111111110,0.4400584795321637426900584794,0.6666666666666666666666666667,0.2456140350877192982456140351,0.8947368421052631578947368421,0.4736842105263157894736842105,0.8611111111111111111111111110,0.4400584795321637426900584794
0/6000/4000,0/0/10000,False,S04,S00,S04,S04,S04,0E-28,0.8666666666666666666666666666,0.8666666666666666666666666666,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/6000/4000,0/1000/9000,False,S04,S00,S04,S04,S04,0E-28,0.8666666666666666666666666666,0.8666666666666666666666666666,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/6000/4000,0/2000/8000,False,S04,S00,S04,S04,S04,0E-28,0.8666666666666666666666666666,0.8666666666666666666666666666,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/6000/4000,0/3000/7000,False,S04,S00,S04,S04,S04,0E-28,0.8666666666666666666666666666,0.8666666666666666666666666666,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/6000/4000,0/4000/6000,False,S04,S00,S04,S04,S04,0E-28,0.8666666666666666666666666666,0.8666666666666666666666666666,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/6000/4000,0/5000/5000,False,S04,S00,S04,S04,S04,0E-28,0.8666666666666666666666666666,0.8666666666666666666666666666,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/6000/4000,0/6000/4000,False,S04,S00,S04,S04,S04,0E-28,0.8666666666666666666666666666,0.8666666666666666666666666666,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/6000/4000,0/7000/3000,False,S04,S00,S04,S04,S04,0E-28,0.8722222222222222222222222222,0.8722222222222222222222222222,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/6000/4000,0/8000/2000,False,S04,S00,S04,S04,S04,0E-28,0.8777777777777777777777777778,0.8777777777777777777777777778,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
